SEASON,SCORINGPERIOD,WEEK_NM,TEAM,TEAMNAME,SCORE,OPPONENT,OPPONENTNAME,OPPONENTSCORE,OUTCOME
2010,13,P1,11,Tony,197.5,5,Tim,202,L
2010,15,P2,9,Schwartz,244,6,Jeremy,164,W
2010,15,P2,6,Jeremy,164,9,Schwartz,244,L
2010,15,P2,7,Kyle,187,10,Blackwell,216.5,L
2010,15,P2,10,Blackwell,216.5,7,Kyle,187,W
2010,15,P2,2,Brent,224.5,12,Paul,173.5,W
2010,15,P2,12,Paul,173.5,2,Brent,224.5,L
2010,15,P2,8,Thomas,159,4,JJ,180,L
2010,15,P2,4,JJ,180,8,Thomas,159,W
2010,15,P2,11,Tony,200,3,JMT,189,W
2010,15,P2,3,JMT,189,11,Tony,200,L
2010,15,P2,5,Tim,243.5,1,Scott,236,W
2010,15,P2,1,Scott,236,5,Tim,243.5,L
